username,division,score,place,match_id
Yarin,1,1276.54,1,4465
mishagam,2,1353.35,1,4465
ambrose,1,1235.1,2,4465
ps31,2,1179.54,2,4465
John Dethridge,1,858.06,3,4465
jdandr2,2,868.09,3,4465
venco,1,834.14,4,4465
krum,2,815.26,4,4465
tjq,1,801.28,5,4465
m_chen,2,784.68,5,4465
Yarin,1,1359.3,1,4470
budong,2,1602.98,1,4470
radeye,1,999.41,2,4470
ffluv,2,1514.28,2,4470
antimatter,1,695.65,3,4470
delysid,2,1474.37,3,4470
dangelo,1,676.7,4,4470
aubergine,2,1454.66,4,4470
Garzahd,1,606.89,5,4470
chaotica,2,1445.24,5,4470
John Dethridge,1,1585.66,1,4472
reid,1,1470.0,2,4472
bstanescu,1,1432.4,3,4472
dgarthur,1,1320.06,4,4472
haha,1,1277.04,5,4472
bigg_nate,1,1475.62,1,4474
Yarin,1,1412.03,2,4474
dmwright,1,1355.34,3,4474
DjinnKahn,1,1184.74,4,4474
WishingBone,1,1173.08,5,4474
SnapDragon,1,1253.56,1,4475
reiners,2,1105.33,1,4475
schveiguy,1,1185.99,2,4475
cvip11,2,1079.68,2,4475
StefanPochmann,1,923.44,3,4475
VPTUAN,2,1067.84,3,4475
PMH,1,743.36,4,4475
epod,2,988.13,4,4475
mathgodleo,1,724.63,5,4475
dudedude,2,732.74,5,4475
dgarthur,1,1460.9,1,4462
insomnia,1,1300.43,2,4462
ColinMacLeod,1,1261.47,3,4462
bstanescu,1,1253.9,4,4462
jms137,1,1227.18,5,4462
bstanescu,1,626.8,1,4482
dgarthur,1,598.67,2,4482
mathewsb,1,587.75,3,4482
ante,1,553.78,4,4482
WishingBone,1,543.86,5,4482
antimatter,1,1315.14,1,4485
aneubeck,2,1673.43,1,4485
SnapDragon,1,1261.87,2,4485
jfjiang,2,1623.53,2,4485
dangelo,1,1184.16,3,4485
JWizard,2,1587.66,3,4485
jms137,1,1104.44,4,4485
ifndef,2,1568.65,4,4485
grotmol,1,995.99,5,4485
Vasanth,2,1543.27,5,4485
radeye,1,838.41,1,4490
Rustyoldman,2,1548.94,1,4490
SnapDragon,1,760.13,2,4490
ubergeek,2,1453.15,2,4490
ChristopherH,1,710.86,3,4490
waj,2,1432.35,3,4490
aneubeck,1,705.09,4,4490
nike,2,1322.79,4,4490
ZorbaTHut,1,693.93,5,4490
Augusto,2,1297.36,5,4490
dmwright,1,497.6,1,4492
mathewsb,1,461.87,2,4492
axch,1,435.33,3,4492
benetin,1,409.49,4,4492
bigg_nate,1,1415.93,1,4464
dmwright,1,1199.63,2,4464
jasonw,1,1139.59,3,4464
po,1,990.4,4,4464
sliu,1,914.08,5,4464
sjelkjd,1,1548.59,1,4493
ante,1,1445.98,2,4493
bstanescu,1,1332.03,3,4493
WhiteShadow,1,0.0,4,4493
dgarthur,1,1447.71,1,4497
Yarin,1,1382.79,2,4497
dmwright,1,1245.14,3,4497
sjelkjd,1,246.08,4,4497
SnapDragon,1,1508.14,1,4495
dary,2,1529.83,1,4495
sjelkjd,1,1286.06,2,4495
BryanChen,2,1319.71,2,4495
ZorbaTHut,1,1268.97,3,4495
dmj,2,1250.86,3,4495
LunaticFringe,1,1158.27,4,4495
ttsuchi,2,1228.03,4,4495
venco,1,1128.18,5,4495
bodrius,2,1196.84,5,4495
SnapDragon,1,1646.47,1,4530
andlehay,2,1223.98,2,4530
Yarin,1,1604.43,2,4530
ellsquared,2,1195.55,3,4530
lars,1,1446.1,3,4530
jlittle,2,1188.38,4,4530
sjelkjd,1,1422.87,4,4530
haro,2,1180.08,5,4530
ZorbaTHut,1,1334.97,5,4530
lvhao,2,1162.75,6,4530
ZorbaTHut,1,1600.97,1,4515
bladerunner,2,1561.24,1,4515
SnapDragon,1,1457.56,2,4515
jorend,2,1368.04,2,4515
DjinnKahn,1,951.84,3,4515
Mosher,2,1349.46,3,4515
tjq,1,825.02,4,4515
Pangaea,2,1153.23,4,4515
radeye,1,703.42,5,4515
prof,2,1077.34,5,4515
dgarthur,1,1233.52,1,4494
DjinnKahn,1,248.26,2,4494
jburnim,1,244.87,3,4494
O_O,1,205.26,4,4494
tjq,1,1516.45,1,4540
overwise,2,1846.62,1,4540
antimatter,1,1412.07,2,4540
mrdad2u,2,1603.2,2,4540
bladerunner,1,1310.99,3,4540
bsdude,2,1517.92,3,4540
along,1,1172.45,4,4540
tolerant,2,1448.51,4,4540
jms137,1,1154.59,5,4540
pkidman,2,1426.42,5,4540
Yarin,1,508.19,1,4491
evd,1,155.93,2,4491
yike,1,129.35,3,4491
StefanPochmann,1,-50.0,4,4491
along,1,1285.02,1,4535
tomek,2,1597.39,1,4535
LunaticFringe,1,1225.24,2,4535
robymus,2,1239.69,2,4535
abiczo,1,1153.06,3,4535
sohdjinn,2,1235.46,3,4535
cnettel,1,1089.15,4,4535
bode,2,1233.41,4,4535
gilbert,1,839.76,5,4535
REMmargorp,2,1202.85,5,4535
SnapDragon,1,1178.83,1,4555
Rustyoldman,2,1432.63,1,4555
bstanescu,1,1061.79,2,4555
skye85,2,1180.87,2,4555
radeye,1,1000.51,3,4555
jimrandomh,2,1156.74,3,4555
Yarin,1,816.1,4,4555
recursi0n,2,1121.11,4,4555
DjinnKahn,1,529.29,5,4555
Sleeve,2,732.68,5,4555
SnapDragon,1,1356.91,1,4565
Veloso,2,1625.28,1,4565
LunaticFringe,1,1230.48,2,4565
pierrebai,2,1322.59,3,4565
tomek,1,1133.42,3,4565
pcgabe,2,1304.82,4,4565
ChristopherH,1,1109.84,4,4565
jpo,2,1298.59,5,4565
bstanescu,1,1106.8,5,4565
lebaw,2,1288.4,6,4565
tomek,1,1211.41,1,4570
guidox,2,1215.75,1,4570
bstanescu,1,1137.11,2,4570
Standlove,2,1161.8,2,4570
SnapDragon,1,1118.03,3,4570
giginim,2,1157.26,3,4570
antimatter,1,1080.11,4,4570
derelikt,2,1125.6,4,4570
Mootz,1,1069.0,5,4570
PolariStar,2,822.96,5,4570
SnapDragon,1,1238.07,1,4545
bogklug,2,1733.52,1,4545
tjq,1,1098.34,2,4545
noah,2,1610.17,2,4545
bladerunner,1,1097.17,3,4545
anacharsis,2,1597.97,3,4545
WishingBone,1,1040.15,4,4545
MadProgrammer,2,1540.77,4,4545
tomek,1,1016.87,5,4545
tperry,2,1527.52,5,4545
Yarin,1,1610.94,1,4500
PJYelton,2,1554.04,1,4500
dgarthur,1,1503.64,2,4500
nhan,2,1418.91,2,4500
dary,1,1448.29,3,4500
Parchandri,2,1396.38,3,4500
WishingBone,1,1377.49,4,4500
burnpanck,2,1391.47,4,4500
Larry,1,1360.85,5,4500
jwjchap,2,1348.68,5,4500
SnapDragon,1,1332.92,1,4550
kmd-10,2,1710.15,1,4550
tomek,1,1178.17,2,4550
nike,2,1488.22,2,4550
jms137,1,1092.38,3,4550
prokofyev,2,1457.25,3,4550
bladerunner,1,1042.02,4,4550
msuchopper,2,1438.2,4,4550
Cosmin.ro,1,769.46,5,4550
joexner,2,1380.97,5,4550
radeye,1,1669.09,1,4560
noah,2,1471.69,1,4560
aneubeck,1,1580.4,2,4560
JWizard,2,1462.76,2,4560
bstanescu,1,1564.76,3,4560
Mootz,2,1415.87,3,4560
tomek,1,1528.6,4,4560
pluto,2,1385.03,4,4560
lars,1,1501.24,5,4560
jjlin,2,1323.14,5,4560
SnapDragon,1,1299.48,1,4580
ambclams,2,1582.8,1,4580
ZorbaTHut,1,1160.45,2,4580
sosiBularca,2,1512.35,3,4580
bladerunner,1,1144.01,3,4580
bjoeris,2,1433.4,4,4580
antimatter,1,1139.23,4,4580
lxrossi,2,1413.08,5,4580
LunaticFringe,1,1126.83,5,4580
ruds,2,1408.02,6,4580
SnapDragon,1,1726.65,1,4575
fbird,2,1152.4,1,4575
tomek,1,1518.58,2,4575
ozzie,2,1113.93,2,4575
vorthys,1,1457.83,3,4575
P.S,2,1092.92,3,4575
dmwright,1,1449.45,4,4575
TheMyriad,2,1006.8,4,4575
Larry,1,1435.88,5,4575
liu,2,766.39,5,4575
tomek,1,1418.55,1,4585
Dumitru,2,1276.46,1,4585
malpt,1,1379.89,2,4585
vavadera,2,1197.7,2,4585
ZorbaTHut,1,1364.66,3,4585
imolarolla,2,1178.3,3,4585
SnapDragon,1,1315.77,4,4585
zsacul,2,1149.01,4,4585
bstanescu,1,1306.11,5,4585
henear000,2,1112.96,5,4585
PMH,1,1216.0,1,4605
hagman,2,1363.92,1,4605
dgarthur,1,1167.64,2,4605
Jiggly,2,1135.23,2,4605
bladerunner,1,1159.22,3,4605
Uranium-235,2,1131.26,3,4605
eldering,1,1066.77,4,4605
OpenGL4Dummies,2,1050.9,4,4605
jms137,1,999.75,5,4605
PJYelton,2,816.08,5,4605
Yarin,1,1562.66,1,4600
dilap,2,1513.41,1,4600
WishingBone,1,1510.41,2,4600
roma,2,1390.29,2,4600
ChristopherH,1,1500.67,3,4600
DimaGer,2,1327.32,3,4600
ZorbaTHut,1,1334.24,4,4600
eldering,2,1297.59,4,4600
tomek,1,1227.24,5,4600
MonkeyKing,2,1158.14,5,4600
bladerunner,1,1433.11,1,4620
carambola5,2,1355.28,1,4620
tomek,1,1388.9,2,4620
arung1,2,1313.21,2,4620
ZorbaTHut,1,1365.91,3,4620
unclejed,2,1288.04,3,4620
jpo,1,1311.53,4,4620
harryliu,2,1276.99,4,4620
dangelo,1,1282.5,5,4620
Sulu,2,1275.83,5,4620
radeye,1,764.42,1,4590
lovro,2,1191.97,1,4590
SnapDragon,1,763.49,2,4590
Thinfox,2,1094.82,2,4590
DjinnKahn,1,705.74,3,4590
frane,2,1064.32,3,4590
O_O,1,705.59,4,4590
Eagle13,2,789.1,4,4590
adic,1,699.99,5,4590
gawry,2,670.85,5,4590
ZorbaTHut,1,1366.66,1,4598
gevak,2,1404.32,1,4598
Yarin,1,1308.27,2,4598
DimaGer,2,1383.66,2,4598
Mootz,1,1205.89,3,4598
mmlmesic,2,1341.6,3,4598
aneubeck,1,1147.21,4,4598
Spike,2,1261.17,4,4598
WishingBone,1,1084.04,5,4598
kantkode,2,1253.12,5,4598
SnapDragon,1,1375.75,1,4630
moggy,2,1328.98,1,4630
dgarthur,1,1295.96,2,4630
vavadera,2,1249.0,2,4630
tjq,1,1268.48,3,4630
roguexz,2,710.56,5,4630
bladerunner,1,1248.13,4,4630
ToadX,2,689.0,6,4630
Yarin,1,1181.0,5,4630
derek,2,677.65,7,4630
ChristopherH,1,1746.74,1,4625
Klinck,2,1540.47,1,4625
dgarthur,1,1646.14,2,4625
agentsmith,2,1499.41,2,4625
John Dethridge,1,1449.05,3,4625
mas13081,2,1445.39,3,4625
WishingBone,1,1422.56,4,4625
jimrandomh,2,1435.29,4,4625
dary,1,1331.07,5,4625
joely,2,1318.85,5,4625
SnapDragon,1,1342.5,1,4610
chaotica,2,1402.99,1,4610
tomek,1,708.42,3,4610
PaulJefferys,2,1230.91,2,4610
adic,1,687.75,4,4610
peru,2,1212.91,3,4610
WishingBone,1,684.06,5,4610
sjamf,2,1177.49,5,4610
ValD,1,682.63,6,4610
sh_maestro,2,1168.61,6,4610
tomek,1,1511.79,1,4615
EugeneY,2,1363.04,1,4615
NGBronson,1,1486.53,2,4615
iforiq,2,1247.48,2,4615
SnapDragon,1,1481.65,3,4615
glagolik,2,1228.53,3,4615
WishingBone,1,1477.12,4,4615
Gladiator,2,1222.83,4,4615
Revenger,1,1326.68,5,4615
Uranium-235,2,1125.85,5,4615
Jan_Kuipers,1,1355.93,2,4701
cvoinescu,1,1206.81,3,4701
nealzane,1,1183.12,4,4701
omasoud,1,1139.93,5,4701
Parchandri,1,1135.86,6,4701
SnapDragon,1,1500.54,1,4635
snewman,2,1724.2,1,4635
ZorbaTHut,1,1440.4,2,4635
Dumitru,2,1626.15,2,4635
venco,1,1394.43,3,4635
andreicsibi,2,1620.91,3,4635
Oblok,1,1295.07,4,4635
dplass,2,1579.24,4,4635
reid,1,1217.18,5,4635
rgrig,2,1578.46,5,4635
mathijs,1,1591.44,1,4700
snewman,1,1577.65,2,4700
wleite,1,1559.56,3,4700
hilfiger,1,1488.39,4,4700
Jwalk,1,1488.17,5,4700
SnapDragon,1,1419.69,1,4703
tomek,1,1389.37,2,4703
Yarin,1,1355.76,3,4703
malpt,1,1222.9,4,4703
bladerunner,1,1182.0,5,4703
snewman,1,1525.93,1,4640
Andrew_Lazarev,2,1322.98,2,4640
XuChuan,1,1454.35,2,4640
dandarc,2,1267.71,3,4640
dmwright,1,1409.86,3,4640
mindloss,2,1223.12,4,4640
ZorbaTHut,1,1379.07,4,4640
funkie,2,1221.7,5,4640
Parchandri,1,1331.18,5,4640
boets,2,1176.49,6,4640
WishingBone,1,1513.59,1,4702
reid,1,1476.35,2,4702
bmerry,1,1437.33,3,4702
tomek,1,1392.95,4,4702
venco,1,1360.17,5,4702
SnapDragon,1,1171.57,1,4645
bchanged,2,1473.62,2,4645
snewman,1,1123.53,2,4645
kromm,2,1471.87,3,4645
WishingBone,1,741.57,3,4645
BjarkeDahlEbert,2,1404.64,4,4645
radeye,1,629.39,4,4645
inrm,2,1305.18,5,4645
szd714,1,626.33,5,4645
RichFarmbrough,2,1265.74,6,4645
Yarin,1,1393.11,1,4704
tomek,1,1315.23,2,4704
snewman,1,1184.14,3,4704
reid,1,1121.63,4,4704
dmwright,1,1057.32,5,4704
tomek,1,622.05,1,4705
reid,1,581.9,2,4705
SnapDragon,1,567.44,3,4705
snewman,1,451.09,4,4705
mathijs,1,370.95,5,4705
WishingBone,1,1437.03,1,4650
SleepyOverlord,2,1146.4,2,4650
ZorbaTHut,1,1375.29,2,4650
zerologic,2,1145.21,3,4650
Ryan,1,1336.87,3,4650
ash-ray,2,1131.92,4,4650
lars,1,1267.15,4,4650
petko,2,1127.34,5,4650
ambrose,1,1221.33,5,4650
toohool,2,1052.75,6,4650
Maris,1,1550.73,,4656
kyky,1,1533.18,,4656
srowen,1,1522.72,,4656
po,1,1498.53,,4656
hamster,1,1481.8,,4656
jms137,1,1316.57,,4664
John Dethridge,1,1209.47,,4664
po,1,1203.13,,4664
hamster,1,1067.53,,4664
qubits,1,1056.59,,4664
benetin,1,1501.6,1,4660
Mossop,2,1410.8,1,4660
NGBronson,1,1311.92,2,4660
BradAustin,2,1248.93,2,4660
vorthys,1,1300.71,3,4660
awcwong,2,1042.59,4,4660
Maris,1,1295.31,4,4660
albin,2,1033.25,5,4660
po,1,1276.16,5,4660
darkphantom,2,745.63,6,4660
tomek,1,1113.62,1,4707
bladerunner,1,479.59,2,4707
madking,1,415.04,3,4707
ambrose,1,382.65,4,4707
NGBronson,1,1410.08,1,4665
Osric,2,1403.34,1,4665
ZorbaTHut,1,1402.01,2,4665
jerky,2,1314.81,2,4665
snewman,1,1362.83,3,4665
Darkmaster,2,1258.57,3,4665
SnapDragon,1,1360.71,4,4665
Poseidancer,2,1204.33,4,4665
tjq,1,1218.38,5,4665
ZorbaTHut,1,1229.72,1,4670
blackbeltcoder4,2,1211.79,1,4670
SnapDragon,1,1222.68,2,4670
avenger,2,1196.28,2,4670
tomek,1,1083.99,3,4670
ffluv,2,1118.78,5,4665
ST,2,1138.05,3,4670
WishingBone,1,904.44,4,4670
VladVM,2,1098.37,4,4670
haha,1,726.62,5,4670
unclejed,2,1097.35,5,4670
SnapDragon,1,1429.57,1,4675
Olexiy,2,1593.62,1,4675
Yarin,1,1276.08,2,4675
monsoon,2,1581.75,2,4675
WishingBone,1,1260.58,3,4675
pigworlds,2,1535.28,3,4675
kalmakka,1,1162.82,4,4675
abi_k,2,1531.77,4,4675
wleite,1,1068.06,5,4675
kssreeram,2,1411.62,6,4675
tomek,1,1703.72,1,4655
quickly,2,1097.02,1,4655
bladerunner,1,1369.36,2,4655
ahoenig,2,1059.25,3,4655
jdmetz,1,1224.28,3,4655
awcwong,2,1014.84,4,4655
PMH,1,1169.22,4,4655
yanivinbar,2,878.76,5,4655
Ken_Vogel,1,1143.28,5,4655
BradAustin,2,834.55,6,4655
bstanescu,1,616.02,1,4706
SnapDragon,1,605.96,2,4706
venco,1,560.53,3,4706
dpecora,1,418.44,4,4706
SnapDragon,1,1422.72,1,4680
xmux,2,723.96,1,4680
John Dethridge,1,1402.93,2,4680
telars,2,619.29,3,4680
radeye,1,1180.21,3,4680
mthreat,2,599.0,4,4680
lars,1,1106.81,4,4680
buggerman,2,547.89,5,4680
Eryx,1,1082.61,5,4680
Xiph,2,539.35,6,4680
tomek,1,1001.6,1,4711
Yarin,1,411.02,2,4711
bstanescu,1,195.19,3,4711
tjq,1,99.24,4,4711
Mike Mirzayanov,1,1089.69,1,4690
pparys,2,1254.78,1,4690
WishingBone,1,787.77,2,4690
datawrangler,2,1043.39,2,4690
nicka81,1,702.02,3,4690
nicram,2,1031.21,3,4690
Kavan,1,574.55,4,4690
Windrider,2,763.49,4,4690
SyntaxTerror,1,502.09,5,4690
robert1900,2,731.71,5,4690
radeye,1,1521.47,1,4715
Per,2,1277.54,1,4715
tomek,1,1444.43,2,4715
gunnark,2,1119.91,2,4715
grotmol,1,1335.38,3,4715
ltank,2,874.85,3,4715
gepa,1,1292.69,4,4715
mics,2,800.55,4,4715
PMH,1,1275.95,5,4715
T.Friedrich,2,756.23,6,4715
tjq,1,1212.55,1,4720
pyton55,2,547.44,1,4720
haha,1,1211.91,2,4720
dontian,2,529.05,2,4720
Klinck,1,1111.59,3,4720
sean_henderson,2,522.04,3,4720
AdrianKuegel,1,1057.33,4,4720
primet21,2,486.24,4,4720
ssancho2,1,946.59,5,4720
tjq,1,777.29,1,4709
ZorbaTHut,1,562.61,2,4709
snewman,1,519.9,3,4709
NGBronson,1,366.66,4,4709
jabp2003,2,483.09,5,4720
Yarin,1,1184.28,1,4708
reid,1,1134.17,2,4708
DjinnKahn,1,163.58,3,4708
mathijs,1,0.0,4,4708
radeye,1,1533.09,1,4710
matmis,2,1489.45,1,4710
John Dethridge,1,1331.57,2,4710
zsacul,2,1347.48,2,4710
dgarthur,1,1141.97,3,4710
BradAustin,2,1267.12,3,4710
Ken_Vogel,1,1133.2,4,4710
fpmc,2,1143.84,4,4710
bladerunner,1,1108.55,5,4710
qixin99,2,1130.77,5,4710
jshute,1,1369.36,1,4730
Tomy,2,1552.27,1,4730
tomek,1,1306.44,2,4730
snowing,2,1533.37,2,4730
lars,1,1201.84,3,4730
kirkifer,2,1491.5,3,4730
bladerunner,1,1189.62,4,4730
radog,2,1462.02,4,4730
Per,1,1179.81,5,4730
nrk,2,1299.29,5,4730
SnapDragon,1,1629.45,1,4725
RandySaint,2,1415.72,1,4725
tomek,1,1618.94,2,4725
sanjay31,2,1299.53,2,4725
dgarthur,1,1612.02,3,4725
Connelly,2,1231.38,3,4725
John Dethridge,1,1600.23,4,4725
pewloo,2,1173.81,4,4725
mathijs,1,1591.54,5,4725
cintamani,2,1138.2,5,4725
mathijs,1,1438.52,1,4735
boets,2,1547.29,1,4735
SnapDragon,1,1375.61,2,4735
Gigz,2,1539.68,2,4735
John Dethridge,1,1349.53,3,4735
xmux,2,1537.13,3,4735
Ruberik,1,1328.84,4,4735
szymcio,2,1482.96,4,4735
bstanescu,1,1264.28,5,4735
Nexius,2,1432.21,6,4735
tomek,1,1004.87,1,4740
bl,2,1467.66,1,4740
John Dethridge,1,812.47,2,4740
Spike,2,1397.6,2,4740
mathijs,1,790.83,3,4740
collin,2,1378.01,3,4740
ante,1,773.44,4,4740
NeverMore,2,1363.2,4,4740
bladerunner,1,768.66,5,4740
tripleCross,2,1332.62,5,4740
bladerunner,1,1650.73,1,4685
acki2003,2,1271.05,1,4685
tomek,1,1581.88,2,4685
david,2,1259.58,2,4685
tjq,1,1541.52,3,4685
robert1900,2,1169.5,3,4685
venco,1,1378.06,4,4685
tp1,2,1127.89,4,4685
AdrianKuegel,1,1297.17,5,4685
space_monkey,2,1121.23,5,4685
ante,1,735.41,1,5003
XuChuan,1,681.0,2,5003
gepa,1,676.49,3,5003
jonderry,1,639.4,4,5003
qsort,1,606.54,5,5003
reid,1,883.6,1,5001
hsaniva,1,786.2,2,5001
zbogi,1,694.51,3,5001
aneubeck,1,621.24,4,5001
John Dethridge,1,590.6,5,5001
Jan_Kuipers,1,725.35,1,5004
ZorbaTHut,1,706.17,2,5004
bladerunner,1,699.02,3,5004
AdrianKuegel,1,694.2,4,5004
bugzpodder,1,684.8,5,5004
Eryx,1,817.47,1,5000
antimatter,1,805.34,2,5000
WishingBone,1,803.68,3,5000
ASab,1,795.07,4,5000
dgarthur,1,782.45,5,5000
tomek,1,1538.5,1,5007
ZorbaTHut,1,1484.75,2,5007
mathijs,1,1484.56,3,5007
haha,1,1367.61,4,5007
Klinck,1,1330.51,5,5007
SnapDragon,1,1257.8,1,4745
marek.cygan,2,1150.92,1,4745
John Dethridge,1,1093.54,2,4745
king,2,1102.93,2,4745
Eryx,1,745.32,3,4745
czh02,2,1036.49,3,4745
XuChuan,1,736.62,4,4745
blueskyblue,2,1004.33,4,4745
venco,1,733.52,5,4745
villiros,2,1001.58,5,4745
tomek,1,1668.3,1,5006
antimatter,1,1621.54,2,5006
dgarthur,1,1597.21,3,5006
ZorbaTHut,1,1562.98,4,5006
reid,1,1547.14,5,5006
Wernie,1,749.79,1,5002
tomek,1,740.14,2,5002
bmerry,1,706.97,3,5002
kalinov,1,699.37,4,5002
gagik,1,690.46,5,5002
haha,1,1404.52,1,4755
jkraju,2,1206.8,1,4755
venco,1,1348.56,2,4755
nikal,2,1176.74,2,4755
Ryan,1,1336.63,3,4755
ggoprea,2,1136.45,3,4755
tomek,1,1323.34,4,4755
kolodrub,2,1124.26,4,4755
Klinck,1,1309.73,5,4755
Ragnarok,2,1029.77,5,4755
bstanescu,1,613.8,1,5008
antimatter,1,601.69,2,5008
lars,1,598.59,3,5008
John Dethridge,1,566.03,4,5008
mathijs,1,560.16,5,5008
tomek,1,1522.45,1,4770
kaylin,2,1090.56,1,4770
bladerunner,1,1200.4,2,4770
Artist_,2,1090.17,2,4770
Klinck,1,1086.08,3,4770
Uranium-235,2,1062.35,3,4770
SnapDragon,1,1014.81,4,4770
danet,2,1051.96,4,4770
antimatter,1,735.71,5,4770
Bilroy,2,764.51,5,4770
reid,1,585.57,1,5077
bladerunner,1,505.1,2,5077
kalmakka,1,468.99,3,5077
Jan_Kuipers,1,181.22,4,5077
skanthak,1,163.25,5,5077
radeye,1,1268.44,1,4760
dzetkulict,2,1146.21,1,4760
bladerunner,1,946.95,2,4760
Hilary.Duff,2,1131.25,2,4760
wleite,1,673.61,3,4760
tmyklebu,2,1096.66,3,4760
SnapDragon,1,617.88,4,4760
Vovka,2,1075.43,4,4760
Eryx,1,605.41,5,4760
Ascription,2,1073.15,5,4760
bladerunner,1,1320.51,1,4765
therealmoose,2,1391.15,2,4765
Jan_Kuipers,1,1168.52,2,4765
eugnik,2,1349.4,4,4765
radeye,1,1133.81,3,4765
jeffps,2,1127.93,5,4765
ploh,1,1117.88,4,4765
Swetko,2,1123.74,6,4765
nicka81,1,1110.04,5,4765
Sleeve,2,769.23,7,4765
tomek,1,642.61,1,5076
Eryx,1,615.36,2,5076
lars,1,472.65,3,5076
Ruberik,1,246.17,4,5076
AdrianKuegel,1,242.72,5,5076
tomek,1,1118.36,1,5009
grotmol,1,1037.97,2,5009
antimatter,1,681.36,3,5009
lars,1,644.67,4,5009
AdrianKuegel,1,636.62,5,5009
John Dethridge,1,527.97,1,5078
ZorbaTHut,1,236.63,2,5078
haha,1,218.8,3,5078
tjq,1,199.76,4,5078
dary,1,186.68,5,5078
ZorbaTHut,1,664.4,1,5079
bladerunner,1,610.15,2,5079
Eryx,1,590.3,3,5079
haha,1,0.0,4,5079
lars,1,0.0,4,5079
tomek,1,417.22,1,5080
ZorbaTHut,1,397.16,2,5080
reid,1,0.0,3,5080
John Dethridge,1,0.0,3,5080
dgarthur,1,997.74,1,5068
Flyboy216,2,1149.15,1,5068
nicka81,1,748.92,2,5068
DAle,2,1111.12,2,5068
Running Wild,1,726.69,3,5068
NeverMore,2,985.03,3,5068
venco,1,717.87,4,5068
gupta35895,2,885.58,4,5068
marian,1,706.83,5,5068
bchandler,2,878.81,5,5068
SnapDragon,1,1584.64,1,4775
texel,2,1448.49,1,4775
gepa,1,1463.22,2,4775
HilbertRaum,2,1326.63,2,4775
Klinck,1,1448.83,3,4775
tenshiyuan,2,1225.53,3,4775
jshute,1,1420.75,4,4775
boets,2,1165.2,4,4775
Ryan,1,1343.08,5,4775
kedaizd,2,1081.74,5,4775
SnapDragon,1,1560.01,1,5071
Billmaan,2,1130.88,1,5071
antimatter,1,1396.1,2,5071
sudeep,2,1095.31,2,5071
jms137,1,1301.32,3,5071
aelst,2,919.27,3,5071
ploh,1,1234.77,4,5071
Xiph,2,915.26,4,5071
monsoon,1,1215.72,5,5071
Frodo_Baggins,2,870.85,5,5071
jshute,1,1383.49,1,5069
Icedawn,2,1220.1,1,5069
texel,1,1301.61,2,5069
decypher,2,1166.1,2,5069
Yarin,1,1276.93,3,5069
Joker,2,1165.57,3,5069
lars,1,1272.13,4,5069
Zis,2,1126.55,4,5069
tomek,1,1250.75,5,5069
sindu,2,1077.78,5,5069
SnapDragon,1,1215.46,1,4750
riq2,2,710.05,2,4750
jms137,1,1164.12,2,4750
kiveol,2,707.04,3,4750
Eryx,1,1147.76,3,4750
darkphantom,2,672.11,4,4750
gepa,1,1083.91,4,4750
giorgos,2,665.52,5,4750
O_O,1,1083.36,5,4750
microkong,2,657.04,6,4750
nicka81,1,686.89,1,4780
krijgertje,2,874.03,1,4780
SnapDragon,1,568.01,2,4780
riveria,2,679.07,2,4780
hauser,1,562.41,3,4780
mkschmidt,2,658.8,3,4780
texel,1,541.2,4,4780
Onko,2,613.61,4,4780
roma,1,527.64,5,4780
samatva.net,2,612.11,5,4780
nicka81,1,705.13,1,5073
PE,2,1495.42,1,5073
Yarin,1,701.72,2,5073
MPhk,2,1432.06,2,5073
jshute,1,681.98,3,5073
inoncom,2,1395.82,3,5073
LunaticFringe,1,666.82,4,5073
collin,2,1199.73,4,5073
gladius,1,610.7,5,5073
bchanged,2,1194.62,5,5073
venco,1,1282.02,1,5070
Frodo_Baggins,2,1351.87,1,5070
Vedensky,1,1148.1,2,5070
Vigothebest,2,1192.56,2,5070
texel,1,1135.63,3,5070
rsasanka,2,1102.12,3,5070
SnapDragon,1,1106.84,4,5070
aelst,2,1070.24,4,5070
bstanescu,1,1105.73,5,5070
john7331,2,709.73,5,5070
venco,1,1050.95,1,5074
Savior,2,1507.78,1,5074
jonmac,1,706.1,2,5074
loveislife,2,1451.71,2,5074
nullspace,1,672.06,3,5074
Sputnik,2,1432.92,3,5074
Larry,1,637.09,4,5074
vividmxx,2,1363.89,4,5074
Eryx,1,628.42,5,5074
truelazyboy,2,1347.9,5,5074
antimatter,1,772.57,1,5849
JongMan,2,1461.74,1,5849
John Dethridge,1,719.05,2,5849
weck,2,1166.1,2,5849
jms137,1,700.6,3,5849
andro,2,1104.66,3,5849
monsoon,1,673.18,4,5849
adamg,2,885.21,4,5849
kssreeram,1,669.09,5,5849
domino,2,710.64,6,5849
tomek,1,1645.81,1,5850
anikov,2,1316.23,1,5850
SnapDragon,1,1420.29,2,5850
jvpardon,2,1296.25,2,5850
lews,1,1065.97,3,5850
dhyanesh,2,1270.55,3,5850
dmks,1,960.36,4,5850
TypeONegative,2,1226.06,4,5850
supernova,1,793.54,5,5850
BoredAtheist,2,1197.6,5,5850
SnapDragon,1,1272.05,1,5072
Grk037,2,1226.26,1,5072
jshute,1,839.79,2,5072
csd98412,2,1220.61,2,5072
tmyklebu,1,816.92,3,5072
dhyanesh,2,1202.52,3,5072
gilbert,1,813.72,4,5072
cintamani,2,1196.79,4,5072
Eryx,1,791.44,5,5072
Tron3k,2,1181.52,6,5072
