username,division,score,place,match_id
ILoveWangYeMore,2,1476.39,2,12170
Petr,1,1331.9,3,12170
gpascale,2,1463.38,3,12170
Vasyl[alphacom],1,1319.65,4,12170
delicato,2,1462.42,4,12170
fero,1,1266.19,5,12170
guilherme,2,1408.41,5,12170
Petr,1,1257.42,1,12173
Al.Cash,2,841.87,1,12173
ACRush,1,1128.64,2,12173
Duc,2,793.17,2,12173
Eryx,1,1019.09,3,12173
Landrew,2,769.0,3,12173
SkidanovAlex,1,703.68,4,12173
TheBlackParade,2,752.21,4,12173
gozman,1,699.35,5,12173
bendern,2,737.69,5,12173
vlad89,1,1241.93,1,12016
Eryx,1,1225.09,2,12016
Petr,1,1068.7,3,12016
tomekkulczynski,1,656.08,4,12016
pashka,1,538.17,5,12016
liympanda,1,1371.09,1,9820
Aesop,2,1233.91,1,9820
Im2Good,1,1359.41,2,9820
taral,2,1221.79,2,9820
tomek,1,1330.42,3,9820
dan19,2,1216.7,3,9820
krijgertje,1,1269.75,4,9820
Ihsahn,2,1174.1,4,9820
PaulJefferys,1,1255.49,5,9820
DmitryKorolev,2,1151.15,5,9820
tomek,1,1131.93,1,12018
Jan_Kuipers,1,598.43,2,12018
SkidanovAlex,1,587.21,3,12018
bhzhan,1,572.12,4,12018
bmerry,1,540.36,5,12018
Burunduk1,1,1204.43,1,12015
ACRush,1,1094.28,2,12015
John Dethridge,1,550.92,3,12015
Jan_Kuipers,1,456.53,4,12015
KOTEHOK,1,434.92,5,12015
tomek,1,746.0,1,12019
Petr,1,683.49,2,12019
Eryx,1,532.3,3,12019
John Dethridge,1,193.57,4,12019
Burunduk1,1,50.0,5,12019
andrewzta,1,554.33,1,12017
ardiankp,1,477.82,2,12017
Yarin,1,474.51,3,12017
SkidanovAlex,1,447.03,4,12017
lewha0,1,403.51,5,12017
tomek,1,527.18,1,9982
John Dethridge,1,438.93,2,9982
ploh,1,405.59,3,9982
reid,1,379.8,4,9982
liympanda,1,364.17,5,9982
cyfra,1,455.47,1,9980
Petr,1,258.1,2,9980
SnapDragon,1,257.85,3,9980
bladerunner,1,226.75,4,9980
Ying,1,215.96,5,9980
Petr,1,1263.77,1,9984
tomek,1,488.72,2,9984
natori,1,397.89,3,9984
fuwenjie,1,334.91,4,9984
misof,1,236.46,5,9984
misof,1,563.14,1,9981
fuwenjie,1,559.22,2,9981
andrewzta,1,501.24,3,9981
po,1,459.31,4,9981
natori,1,452.03,5,9981
tomek,1,1484.16,1,9821
Joshik,2,1242.95,1,9821
misof,1,1273.82,2,9821
CandyShop,2,1093.65,2,9821
Egor,1,1258.3,3,9821
MartinMaas,2,656.66,3,9821
OpenGL,1,1211.64,4,9821
leiz,2,623.44,4,9821
pparys,1,1111.32,5,9821
theTruth,2,586.97,5,9821
misof,1,1398.57,1,9822
it4.kp,2,907.19,1,9822
Petr,1,1346.5,2,9822
cae,2,897.1,2,9822
AdrianKuegel,1,1134.2,3,9822
control,2,563.1,4,9822
fuwenjie,1,1116.49,4,9822
gmenhorn,2,529.95,5,9822
tmyklebu,1,1094.2,5,9822
andres14bc,2,514.56,6,9822
liympanda,1,1363.33,1,9825
darnley,2,1735.76,1,9825
Ying,1,1129.98,2,9825
duckyaya,2,1704.14,2,9825
ivan_metelsky,1,1122.53,3,9825
UdH-WiNGeR,2,1430.81,3,9825
Per,1,900.76,4,9825
maxkar,2,1395.41,4,9825
cryst,1,857.34,5,9825
Karena83,2,1373.62,6,9825
marek.cygan,1,1163.94,1,9824
wojtekt,2,1023.76,1,9824
Burunduk1,1,1121.75,2,9824
marting,2,962.01,2,9824
Eryx,1,1092.48,3,9824
Protean,2,638.37,3,9824
Ying,1,948.52,4,9824
sclo,2,636.06,4,9824
nicka81,1,786.26,5,9824
NrmMyth,2,635.42,5,9824
ploh,1,1423.24,1,9826
preyas_p,2,1156.75,1,9826
Petr,1,1373.48,2,9826
EverettKings,2,1067.54,2,9826
rem,1,1333.67,3,9826
glee,2,736.33,3,9826
andrewzta,1,1184.39,4,9826
yejun,2,597.45,4,9826
Ying,1,1181.87,5,9826
Yehua,2,590.91,5,9826
andrewzta,1,1431.58,1,9823
thecompknight,2,1278.23,1,9823
Petr,1,1383.75,2,9823
Vadimmer,2,1252.94,2,9823
Ying,1,1305.26,3,9823
atlas_ding,2,1242.01,3,9823
VitalyGoldstein,1,1166.54,4,9823
codager,2,1183.48,4,9823
algostorm,1,1126.53,5,9823
Aeon,2,1161.87,5,9823
Petr,1,1671.37,1,9986
irakli,2,1457.81,1,9986
pashka,1,1354.77,2,9986
ko-haku,2,1100.03,2,9986
andrewzta,1,1353.3,3,9986
dramk,2,769.6,3,9986
rem,1,1264.95,4,9986
puma87,2,747.78,4,9986
ivan_metelsky,1,1255.27,5,9986
zerok,2,632.29,5,9986
andrewzta,1,863.14,1,9983
natori,1,489.8,2,9983
ploh,1,303.55,3,9983
po,1,237.32,4,9983
grotmol,1,236.46,5,9983
ACRush,1,1251.0,1,9989
Gribok,2,1230.48,1,9989
Swetko,1,1010.31,2,9989
haskell-master,2,1154.42,2,9989
benetin,1,938.26,3,9989
LIB,2,716.01,4,9989
Rostislav,1,847.34,4,9989
vlad_D,2,715.01,5,9989
ploh,1,481.3,5,9989
z2,2,678.16,6,9989
bmerry,1,972.48,1,9988
vlad_D,2,1348.9,1,9988
warmingup,1,654.81,2,9988
Piotrus,2,1339.39,2,9988
andrewzta,1,637.68,3,9988
kupicekic,2,1199.22,3,9988
daveagp,1,635.59,4,9988
sunmoonstar,2,1154.33,4,9988
Petr,1,629.66,5,9988
A.I.R.,2,1149.27,5,9988
marek.cygan,1,1384.3,1,9987
SpaceFlyer,2,868.87,1,9987
misof,1,994.26,2,9987
DaTval,2,805.43,2,9987
krijgertje,1,986.51,3,9987
taruntheone,2,784.86,3,9987
loopy,1,864.0,4,9987
Fj,2,768.07,4,9987
kalinov,1,728.34,5,9987
boba5551,2,741.69,5,9987
Petr,1,1032.34,1,12174
SergeiRogulenko,2,1806.98,1,12174
rem,1,984.72,2,12174
eraserhd,2,1497.23,2,12174
Crush,1,738.39,3,12174
Landrew,2,1466.04,3,12174
Rizvanov_de_xXx,1,692.81,4,12174
mostafa_saad,2,1444.82,4,12174
ploh,1,682.29,5,12174
cepheid,2,1376.38,5,12174
JongMan,1,1393.02,1,12176
ngg,2,1003.59,2,12176
bmerry,1,1391.54,2,12176
mitsiddharth,2,774.1,3,12176
rem,1,1354.81,3,12176
UranusX,2,769.59,4,12176
yuhch123,1,1264.98,4,12176
ILoveChenDanqi,2,738.39,5,12176
RAVEman,1,1260.86,5,12176
emily9969,2,700.8,6,12176
Rizvanov_de_xXx,1,1435.17,1,12175
carlos.guia,2,1423.51,1,12175
Petr,1,1388.3,2,12175
asr,2,1386.35,2,12175
jbernadas,1,1298.2,3,12175
tzdin,2,1378.54,3,12175
tomek,1,1216.79,4,12175
kkishi,2,1329.79,4,12175
rem,1,1025.32,5,12175
iliyafilippov,2,1281.39,5,12175
misof,1,1663.92,1,9991
presley,2,1447.59,1,9991
Egor,1,1563.9,2,9991
xuecaijia,2,1429.08,2,9991
Petr,1,1523.86,3,9991
iRabbit,2,1394.04,3,9991
mathijs,1,1501.84,4,9991
miodziu,2,1392.72,4,9991
andrewzta,1,1479.0,5,9991
FengL,2,1384.29,5,9991
LayCurse,1,1125.63,1,12177
cryinlaugh,2,1717.54,1,12177
rpeng,1,1032.42,2,12177
-WSM-,2,1406.07,2,12177
tos,1,778.42,3,12177
xgy,2,1359.89,3,12177
ACRush,1,720.15,4,12177
yappy,2,1201.91,4,12177
Gassa,1,716.13,5,12177
Hanaban,2,1191.65,5,12177
jbernadas,1,1467.96,1,12179
iburmistrov,2,1127.59,1,12179
wywcgs,1,1467.63,2,12179
tt_dkhoa,2,1019.46,2,12179
ACRush,1,1380.81,3,12179
sunny87,2,806.64,3,12179
DmitryKlenov,1,1251.95,4,12179
peterLiang,2,762.17,4,12179
RAVEman,1,1218.69,5,12179
luvtechno,2,689.53,5,12179
Revenger,1,1624.49,1,9990
omax,2,1201.71,1,9990
Petr,1,1575.6,2,9990
enefem21,2,724.4,2,9990
Mg9H,1,1489.23,3,9990
IgorTPH,2,712.27,3,9990
Michael_Levin,1,1483.73,4,9990
psir,2,641.66,4,9990
kalinov,1,1364.47,5,9990
scorpio2g5,2,568.34,5,9990
dmytro,1,1174.64,1,9993
hohosky,2,1761.82,1,9993
Petr,1,1101.89,2,9993
bdbyrne,2,1487.99,2,9993
lovro,1,933.89,3,9993
fhoward,2,1447.87,3,9993
ACRush,1,927.65,4,9993
Perseph0ne,2,1446.48,4,9993
zhuzeyuan,1,875.66,5,9993
Rainault,2,1445.52,5,9993
yuhch123,1,639.09,1,12178
sunny87,2,691.7,1,12178
tomek,1,618.33,2,12178
Rasifiel,2,684.66,2,12178
ploh,1,611.92,3,12178
maksay,2,682.53,3,12178
UdH-WiNGeR,1,571.94,4,12178
OuyangJialin,2,679.27,4,12178
jbernadas,1,559.89,5,12178
Xazker,2,664.1,5,12178
misof,1,1570.64,1,9995
YuJieLu,2,1811.99,1,9995
marian,1,1490.38,2,9995
vlad_D,2,1687.42,3,9995
zhuzeyuan,1,1488.69,3,9995
aurinegro,2,1645.68,4,9995
krijgertje,1,1466.78,4,9995
ahyangyi,2,1621.47,5,9995
Jonick,1,1378.55,5,9995
edwin_andres,2,1476.86,6,9995
fuwenjie,1,758.93,1,9992
dyatlov,2,1492.14,1,9992
Kawigi,1,701.22,2,9992
zan,2,1084.7,2,9992
rem,1,687.25,3,9992
rovingcloud,2,1055.59,3,9992
Revenger,1,625.14,4,9992
gacek,2,829.43,4,9992
gawry,1,621.55,5,9992
dasko,2,812.0,5,9992
Ice-man,1,728.64,2,10093
elhipercubo,1,691.34,3,10093
dzhigarov,1,684.33,4,10093
darnley,1,669.34,5,10093
vbvan,1,663.38,6,10093
Burunduk2,1,1431.91,1,9994
jfguo,2,1496.09,1,9994
Petr,1,1376.02,2,9994
m_artur,2,1362.98,2,9994
HiltonLange,1,1273.65,3,9994
Jonick,2,1325.97,3,9994
overwise,1,1251.48,4,9994
hoanglb,2,1185.07,4,9994
andrewzta,1,1186.75,5,9994
glee,2,1181.16,5,9994
Michael_Levin,1,1439.67,1,9996
FedorTsarev,2,1543.72,1,9996
Jan_Kuipers,1,1322.08,2,9996
wd.h,2,1490.89,2,9996
Andrew_Lazarev,1,1284.68,3,9996
westsang,2,1392.0,4,9996
tomek,1,1268.89,4,9996
Chenhong,2,1352.21,5,9996
konqueror,1,1261.04,5,9996
yext,2,1335.68,6,9996
tmyklebu,1,1622.05,1,9998
Triple_M,2,1518.95,1,9998
benetin,1,1557.83,2,9998
gozman,2,1509.66,2,9998
reid,1,1538.5,3,9998
vpj,2,1488.18,3,9998
ACRush,1,1497.29,4,9998
jaaro,2,1401.49,5,9998
zhuzeyuan,1,1481.47,5,9998
xuecaijia,2,1337.78,6,9998
kalakaba,1,1737.72,1,10095
gy,1,1366.4,2,10095
Matei,1,1333.1,3,10095
modenl,1,1061.8,4,10095
daisy,1,1058.48,5,10095
kgr,1,686.38,1,10103
jubertix,1,466.09,2,10103
smbastille,1,417.61,3,10103
DamianK,1,282.56,4,10103
insignuma,1,216.05,5,10103
anrieff,1,1426.26,1,10094
"Min,lu",1,1353.38,2,10094
Ylf,1,1214.45,3,10094
inazz,1,1212.25,4,10094
jasonw,1,1210.37,5,10094
kgr,1,499.53,1,10106
smbastille,1,240.51,2,10106
DamianK,1,196.73,3,10106
insignuma,1,137.21,4,10106
vignan123,1,121.39,5,10106
ACRush,1,1280.49,1,10097
Petr,1,1225.97,2,10097
geworm,1,1199.5,3,10097
halyavin,1,1138.0,4,10097
LampJinn,1,1081.42,5,10097
reid,1,1175.65,1,10104
krijgertje,1,1106.78,2,10104
Krzysan,1,733.1,3,10104
frcw,1,660.99,4,10104
Triple_M,1,651.2,5,10104
Smylic,1,1166.75,1,12180
ramgopal1987,2,1221.77,1,12180
almelv,1,759.02,2,12180
c175353,2,1200.92,2,12180
Burunduk1,1,746.34,3,12180
__che__,2,1126.17,3,12180
Krzysan,1,743.85,4,12180
MoxJet,2,1120.05,4,12180
liympanda,1,733.7,5,12180
tvs,2,1120.01,5,12180
kalinov,1,1614.4,1,9999
windbells,2,1406.6,1,9999
reid,1,1535.94,2,9999
toshitoshi,2,1329.05,2,9999
ardiankp,1,1532.93,3,9999
diegoalvarez,2,1262.11,4,9999
ploh,1,1505.46,4,9999
Barty_,2,1251.33,5,9999
Gassa,1,1478.78,5,9999
silvertony,2,1182.88,6,9999
bmerry,1,1132.11,1,10100
dskloet,1,817.23,2,10100
Eryx,1,689.03,3,10100
DarLam,1,678.28,4,10100
gawry,1,678.04,5,10100
Petr,1,1745.97,1,12181
flexme,2,821.62,1,12181
ACRush,1,1703.35,2,12181
karpio,2,794.44,2,12181
tomek,1,1648.16,3,12181
dlwjdans,2,769.63,3,12181
krijgertje,1,1632.46,4,12181
K.A.D.R,2,742.45,4,12181
liympanda,1,1626.95,5,12181
yappy,2,707.74,5,12181
krijgertje,1,806.65,1,12182
snomak,2,600.36,1,12182
Eryx,1,804.6,2,12182
kmod,2,587.45,2,12182
Al.Cash,1,731.24,3,12182
li0n192,2,571.53,3,12182
Petr,1,718.85,4,12182
b3nboy,2,563.16,4,12182
Gluk,1,693.8,5,12182
imyoyo,2,552.94,5,12182
tomek,1,850.67,1,12183
maksay,2,1411.91,1,12183
abikbaev,1,849.09,2,12183
ahm.kam_92,2,1248.33,3,12183
Psyho,1,732.92,3,12183
Yevgeniy,2,1185.16,4,12183
Gassa,1,725.84,4,12183
alvinhuang,2,1130.37,5,12183
krijgertje,1,717.32,5,12183
lilu0355,2,1129.64,6,12183
Michael_Levin,1,1325.26,1,13503
soul3434,2,1050.94,1,13503
Petr,1,1303.16,2,13503
Laise,2,945.99,2,13503
ilyakor,1,1216.1,3,13503
xiaowuc1,2,807.23,3,13503
bmerry,1,1172.63,4,13503
quimey,2,743.33,4,13503
izulin,1,1169.98,5,13503
kopylov,2,685.93,5,13503
Petr,1,1383.65,1,13507
snomak,2,1584.61,1,13507
ACRush,1,1034.48,2,13507
iliyafilippov,2,1522.27,2,13507
Smylic,1,770.7,3,13507
mvolke,2,1456.4,3,13507
Gluk,1,678.88,4,13507
dgsquare,2,1320.01,4,13507
Psyho,1,673.67,5,13507
monn,2,1292.87,5,13507
Vasyl[alphacom],1,1715.26,1,13504
kcm1700,2,1831.71,1,13504
Zuza,1,1654.34,2,13504
theycallmemorty,2,1696.31,2,13504
klopyrev,1,1580.38,3,13504
saskuechan,2,1535.05,3,13504
Psyho,1,1532.21,4,13504
y6,2,1499.7,4,13504
krijgertje,1,1493.84,5,13504
__albert,2,1467.69,5,13504
janos,1,1291.81,1,13508
damnerd,2,1014.31,1,13508
microsoft,1,1163.84,2,13508
xiaxia,2,970.98,2,13508
Zhukov_Dmitry,1,1124.63,3,13508
peterLiang,2,666.2,3,13508
darnley,1,1117.79,4,13508
rrpai,2,662.9,4,13508
Im2Good,1,1091.84,5,13508
Andimeo,2,652.09,5,13508
zhuojie,1,1020.0,1,13505
ahmed_aly,2,775.44,1,13505
redocpod,1,804.59,2,13505
xgy,2,628.17,2,13505
Rizvanov_de_xXx,1,787.75,3,13505
nike,2,564.68,3,13505
Egor,1,755.45,4,13505
loneknightpy,2,553.27,4,13505
otinn,1,755.24,5,13505
Tealc,2,537.88,5,13505
ACRush,1,1296.08,1,13509
svolegov,2,1460.91,1,13509
Petr,1,1255.69,2,13509
KingStone,2,1323.4,2,13509
.Invader,1,1247.76,3,13509
lebed,2,1319.84,3,13509
Vitaliy,1,1134.36,4,13509
includeme,2,1224.31,4,13509
krijgertje,1,1083.93,5,13509
hasi,2,1162.77,5,13509
Petr,1,850.89,1,13510
pab2,2,1229.07,1,13510
JongMan,1,719.64,2,13510
Biskup,2,1165.08,2,13510
pparys,1,609.52,3,13510
razimantv,2,1163.36,3,13510
ardiankp,1,602.37,4,13510
SuperLight,2,1131.4,4,13510
UdH-WiNGeR,1,573.01,5,13510
pashakaz,2,797.55,5,13510
Petr,1,1144.23,1,13506
Rasifiel,2,1470.47,1,13506
ardiankp,1,1135.67,2,13506
ika,2,1466.32,2,13506
lordmonsoon,1,1125.32,3,13506
tonac119,2,1440.23,3,13506
syg96,1,1045.46,4,13506
window,2,1412.94,4,13506
Jacek,1,1034.12,5,13506
userundefined,2,1378.03,6,13506
Petr,1,1522.58,1,13511
pcasa,2,1145.67,1,13511
ahyangyi,1,1485.44,2,13511
ttaras,2,1091.34,2,13511
bmerry,1,1421.88,3,13511
saltA,2,1064.1,3,13511
Vasyl[alphacom],1,1314.25,4,13511
Lowe,2,907.6,4,13511
AS1_PML30,1,1238.86,5,13511
abi20sg,2,824.24,5,13511
ACRush,1,1813.92,1,10000
MLS,2,1569.71,1,10000
Petr,1,1664.33,2,10000
xhl_kogitsune,2,1430.48,2,10000
Revenger,1,1589.08,3,10000
damien06,2,1409.82,3,10000
marek.cygan,1,1501.36,4,10000
smedeiros,2,1396.52,4,10000
kalinov,1,1350.62,5,10000
Spieler,2,1319.69,5,10000
ahyangyi,1,1243.35,1,13512
LightZero,2,1315.21,1,13512
Gluk,1,1141.54,2,13512
De_nis,2,1247.8,2,13512
ftc,1,787.58,3,13512
rzukow,2,1174.44,3,13512
LayCurse,1,716.02,4,13512
Maximus4,2,1149.58,4,13512
Im2Good,1,709.35,5,13512
kreved,2,1086.56,5,13512
jakubr,1,1405.92,1,10112
PaulJefferys,1,1356.38,3,10112
gkv,1,1314.7,4,10112
Eryx,1,1274.32,5,10112
Sparrow,1,1236.29,6,10112
daveagp,1,1345.34,1,10113
algostorm,1,1278.21,2,10113
krijgertje,1,1219.25,3,10113
LemonTree,1,1201.14,4,10113
pparys,1,1084.53,5,10113
andrewzta,1,1336.58,1,10001
lipstick,2,1458.51,1,10001
Petr,1,1321.39,2,10001
lidaobing,2,1232.89,2,10001
ploh,1,1181.77,3,10001
CandyShop,2,1205.32,3,10001
Kawigi,1,955.82,4,10001
Akinshin,2,958.42,4,10001
Egor,1,914.46,5,10001
simonsyd,2,833.05,5,10001
ACRush,1,1602.71,1,10002
preyas_p,2,1524.85,1,10002
venco,1,1597.48,2,10002
asal1,2,1333.61,2,10002
tomekkulczynski,1,1328.55,3,10002
MonEtoile,2,1317.21,3,10002
ploh,1,1321.04,4,10002
nakajima,2,1312.42,4,10002
krijgertje,1,1312.88,5,10002
elmariachi1414,2,1298.85,5,10002
kgr,1,455.97,1,10119
DamianK,1,204.69,2,10119
smbastille,1,178.63,3,10119
Wildern,1,0.0,4,10119
insignuma,1,0.0,4,10119
zhuzeyuan,1,1338.16,1,10110
falagar,1,1228.48,2,10110
Revenger,1,1062.36,3,10110
cyfra,1,971.43,4,10110
Petr,1,935.96,5,10110
DamianK,1,253.35,1,10120
kgr,1,168.09,2,10120
smbastille,1,0.0,3,10120
neal_wu,1,1489.55,1,13513
john_rapera,2,1429.59,1,13513
crazyb0y,1,1411.7,2,13513
tgoulart,2,1392.3,2,13513
ACRush,1,1356.04,3,13513
[Hanney],2,1357.79,3,13513
msg555,1,1327.23,4,13513
cyfran,2,1329.22,4,13513
Jan_Kuipers,1,1287.59,5,13513
unbing,2,1292.44,5,13513
ilyakor,1,1177.75,1,13516
decowboy,2,1241.57,1,13516
Petr,1,1102.38,2,13516
acsaga,2,1236.78,2,13516
Rizvanov_de_xXx,1,817.49,3,13516
oa12gb,2,1212.07,3,13516
Mimino,1,759.02,4,13516
casa_bonita,2,1094.13,4,13516
RAVEman,1,748.33,5,13516
saint87,2,1089.12,5,13516
UranusX,1,1960.19,1,13673
qizichao,1,1778.43,2,13673
Ikki,1,1774.29,3,13673
wywcgs,1,1771.52,4,13673
liympanda,1,1678.21,5,13673
nika,1,776.91,1,13514
Jasoni86,2,768.71,1,13514
lukasP,1,750.99,2,13514
Secluder,2,760.36,2,13514
Petr,1,679.33,3,13514
TT87,2,730.69,3,13514
Egor,1,677.87,4,13514
Asocasno,2,688.18,4,13514
qizichao,1,659.5,5,13514
Kostia,2,670.3,5,13514
krijgertje,1,1225.62,1,10111
kalinov,1,1219.99,2,10111
Petr,1,1156.21,3,10111
Eryx,1,1134.91,4,10111
tomek,1,1058.37,5,10111
yuhch123,1,1163.86,1,13517
thinfaifai,2,650.97,1,13517
pashka,1,1024.46,2,13517
siara,2,618.14,2,13517
andrewzta,1,707.62,3,13517
lucasufrn,2,610.43,4,13517
dskloet,1,682.87,4,13517
aydarov,2,599.9,5,13517
monsoon,1,669.99,5,13517
woldsom,2,596.52,6,13517
ACRush,1,1205.77,1,13519
rchard,2,1495.97,1,13519
bmerry,1,1013.79,2,13519
armansuleimenov,2,1351.5,2,13519
Soultaker,1,792.78,3,13519
agsharath,2,1338.67,3,13519
Psyho,1,751.11,4,13519
ltaravilse,2,1287.8,4,13519
Savior,1,678.83,5,13519
wack-a-mole,2,1257.74,5,13519
chaosgy,1,1731.64,1,13675
rejudge,1,1721.01,2,13675
eagleonhill,1,1703.53,3,13675
Cheryl,1,1694.3,4,13675
yuhch123,1,1694.23,5,13675
hhanger,1,1824.24,1,13674
jdklfster,1,1697.43,2,13674
Charizard,1,1631.39,3,13674
Hu_Sheyn,1,1620.22,4,13674
oldherl,1,1580.41,5,13674
Petr,1,1604.63,1,13520
YangKete,2,1248.52,1,13520
ahyangyi,1,1586.61,2,13520
ftasb1,2,1215.42,2,13520
blueblimp,1,1568.52,3,13520
yehara,2,1207.71,3,13520
ACRush,1,1552.22,4,13520
Yexo,2,1188.66,4,13520
yuhch123,1,1533.17,5,13520
changneng,2,1177.64,5,13520
rejudge,1,1688.61,1,13676
Loner,1,1589.58,2,13676
ahyangyi,1,1546.22,3,13676
zhuzeyuan,1,1518.15,4,13676
Rainer,1,1508.04,5,13676
Psyho,1,1561.3,1,13518
-AlexandeR-,2,1234.18,1,13518
Petr,1,1525.49,2,13518
Tomik,2,1133.56,2,13518
neal_wu,1,1320.78,3,13518
happywy,2,1081.22,3,13518
RAVEman,1,1308.26,4,13518
White_Bear,2,1077.28,4,13518
zhuojie,1,1294.66,5,13518
bardek,2,1072.55,5,13518
Petr,1,1532.13,1,13515
rudiso,2,1330.7,1,13515
ahyangyi,1,1513.17,2,13515
[G][U]nawan,2,1275.4,2,13515
ACRush,1,1468.08,3,13515
lilu0355,2,1236.41,3,13515
ardiankp,1,1452.74,4,13515
saren,2,1227.2,4,13515
Burunduk3,1,1387.63,5,13515
Amin_nimA,2,1222.59,5,13515
Petr,1,1512.98,1,10003
Astein,2,1657.43,1,10003
elizarov,1,1200.4,2,10003
beo_chay_so,2,1258.78,2,10003
andrewzta,1,1107.13,3,10003
rizar,2,1116.55,3,10003
kalinov,1,1005.86,4,10003
Thijs,2,1102.44,4,10003
gevak,1,888.9,5,10003
emka207,2,1078.69,5,10003
Ying,1,970.51,1,10132
ACRush,1,911.38,2,10132
reid,1,832.81,3,10132
Vedensky,1,813.7,4,10132
ardiankp,1,599.44,5,10132
Petr,1,1809.71,1,10004
lazlo,2,1732.22,1,10004
Egor,1,1610.52,2,10004
sunempire,2,1629.43,2,10004
Vigothebest,1,1565.88,3,10004
fabrizyo,2,1626.96,3,10004
Astein,1,1459.37,4,10004
arnstein,2,1621.62,4,10004
KOTEHOK,1,1418.11,5,10004
moonli,2,1618.73,5,10004
Petr,1,1480.79,1,10006
mike_4d,2,1567.03,1,10006
ACRush,1,1270.31,2,10006
VictorAlushin,2,1536.81,2,10006
tomekkulczynski,1,1217.57,3,10006
mihaic,2,1401.74,3,10006
Egor,1,1214.82,4,10006
HardCoder,2,1337.71,4,10006
krijgertje,1,1036.46,5,10006
ahven,2,1304.92,5,10006
Petr,1,1687.16,1,10134
bmerry,1,1000.08,2,10134
Eryx,1,696.69,3,10134
Abednego,1,453.85,4,10134
KOTEHOK,1,273.69,5,10134
Eryx,1,361.83,1,10135
ardiankp,1,309.15,2,10135
halyavin,1,287.36,3,10135
misof,1,280.98,4,10135
reid,1,248.51,5,10135
Petr,1,587.87,1,10136
ACRush,1,498.02,2,10136
mathijs,1,493.38,3,10136
andrewzta,1,262.46,4,10136
ardiankp,1,211.77,5,10136
tomek,1,1823.38,1,10005
zhanluwang,2,1512.88,1,10005
Eryx,1,1802.17,2,10005
Charizard,2,1391.35,2,10005
Petr,1,1652.63,3,10005
vinaysingh,2,1185.08,3,10005
zhuzeyuan,1,1638.16,4,10005
Aesop,2,1160.2,4,10005
John Dethridge,1,1603.47,5,10005
Yeung,2,1102.79,5,10005
Petr,1,1553.38,1,10009
UdH-WiNGeR,2,1250.66,1,10009
tomek,1,1435.34,2,10009
kood_pl,2,1114.3,2,10009
bmerry,1,1427.45,3,10009
bySerge,2,1105.58,3,10009
Egor,1,1325.3,4,10009
z2,2,1094.06,4,10009
ainu7,1,1310.22,5,10009
cyz,2,1067.1,5,10009
krijgertje,1,1202.86,1,10012
jwy258,2,1881.67,1,10012
Petr,1,1176.61,2,10012
radi0actv,2,1453.82,2,10012
Eryx,1,1153.61,3,10012
lewha0,2,1403.03,3,10012
Astein,1,1105.59,4,10012
MRoizner,2,1337.69,4,10012
monsoon,1,1069.13,5,10012
LIB,2,1331.83,5,10012
mathijs,1,1308.39,1,10133
andrewzta,1,1255.97,2,10133
kia,1,1182.37,3,10133
misof,1,1166.62,4,10133
Multifarious,1,1117.39,5,10133
Ying,1,486.19,1,10007
taty,2,1187.25,1,10007
abikbaev,1,399.25,2,10007
blmarket,2,1178.27,2,10007
Revenger,1,385.69,3,10007
Ice-man,2,1087.13,3,10007
ahyangyi,1,363.24,4,10007
speedstone,2,1029.66,4,10007
Soultaker,1,357.87,5,10007
megabot007,2,1023.87,5,10007
gawry,1,1116.06,1,10008
hust_yzf,2,1227.24,1,10008
SnapDragon,1,1085.4,2,10008
lacungus,2,1185.15,2,10008
CatalinT,1,730.55,3,10008
wefgef,2,1179.73,3,10008
Revenger,1,700.63,4,10008
_dP_,2,1156.06,4,10008
WSX,1,667.46,5,10008
frankpzh,2,1106.63,5,10008
ACRush,1,1620.2,1,13678
OpenGL,1,1538.04,2,13678
ahyangyi,1,1498.07,3,13678
yuhch123,1,1372.92,4,13678
Charizard,1,1290.25,5,13678
zhuojie,1,1779.97,1,13677
ACRush,1,1729.2,2,13677
moonancient,1,1669.07,3,13677
Vitta,1,1652.12,4,13677
zcgzcgzcg,1,1635.97,5,13677
ACRush,1,1577.24,1,10011
batterlife,2,1363.33,2,10011
hohosky,1,1552.13,2,10011
vsb,2,1352.08,3,10011
krijgertje,1,1470.21,3,10011
___Shadow___,2,1242.78,4,10011
Egor,1,1468.11,4,10011
Wataru,2,1237.23,5,10011
Petr,1,1454.49,5,10011
_pperm,2,1233.41,6,10011
qizichao,1,1327.06,1,13522
xianchao,2,1357.64,1,13522
zhuojie,1,1026.91,2,13522
Frank324,2,1215.36,2,13522
Petr,1,1025.25,3,13522
zhzhsx,2,1080.82,3,13522
kia,1,891.0,4,13522
Galymzhan,2,915.96,4,13522
wcao,1,839.84,5,13522
vikram_v1990,2,879.68,5,13522
Petr,1,1269.64,1,13694
Alex_KPR,2,1424.16,1,13694
WSX,1,1238.62,2,13694
Not_Me,2,1303.42,4,13694
Ostap,1,1237.32,3,13694
Legant,2,1260.45,5,13694
Alexus,1,1203.89,4,13694
monika,2,1246.38,6,13694
natalia,1,1174.91,5,13694
shouhm,2,1225.16,7,13694
Petr,1,1650.93,1,10010
wongiseng,2,1534.67,1,10010
kalinov,1,1611.49,2,10010
quanchi,2,1511.86,2,10010
ACRush,1,1553.83,3,10010
IYI_Blade,2,1494.55,3,10010
pparys,1,1391.7,4,10010
yinming528,2,1467.0,4,10010
Andrew_Lazarev,1,1357.49,5,10010
