status,solution_id,match_id,language,problem_id
Success,22629335,10069,C#,3453
Success,21052072,10070,Java,6768
Success,11972352,10069,C++,3453
Success,15092597,10069,Java,3453
Success,22652504,10070,Java,6829
Success,14886245,10071,C++,6786
Success,22652504,10071,Java,6786
Success,15604398,10070,C++,6772
Success,22652504,10069,Java,3454
Success,15117368,10072,C++,6873
Success,22639071,10070,Java,6772
Success,22654692,10072,Java,6873
Success,22658394,10071,Java,6809
Success,22375930,10071,C++,6825
Success,22653311,10071,Java,6825
Success,15117368,10072,C++,6859
Success,22657324,10072,Java,6859
Success,22630493,10073,C#,6795
Success,22629218,10073,C++,6795
Success,22657195,10073,C#,6794
Success,22659805,10073,Java,6795
Success,22652634,10073,C++,6794
Success,10039742,10073,Java,6794
Success,22652634,10074,C++,7258
Success,22652504,10074,Java,7258
Success,22630493,10068,C#,6817
Success,21198102,10069,C#,6791
Success,20812309,10068,C++,6783
Success,20812309,10068,C++,6658
Success,22005262,10066,C#,6720
Success,22647899,10067,C#,6729
Success,22647899,10067,C#,6588
Success,22647899,10067,C#,6596
Success,22375930,10066,C++,6722
Success,20089431,10064,C#,6515
Success,14886245,10065,C++,6541
Success,14886245,10065,C++,6581
Success,22629335,10066,C#,6721
Success,22630491,10064,C++,6694
Success,22630493,10064,C#,6512
Success,22630493,10065,C#,6502
Success,22630491,10064,C++,6512
Success,22268848,10064,Java,6512
Success,13298470,10065,C++,6502
Success,8384426,10065,Java,6502
Success,11925555,10064,Java,6694
Success,22627711,10066,Java,6721
Success,22630298,10065,Java,6581
Success,20246344,10065,Java,6541
Success,8471704,10066,C++,6721
Success,21468741,10064,C++,6515
Success,20246344,10064,Java,6515
Success,22268848,10066,Java,6722
Success,22375930,10067,C++,6596
Success,22652504,10067,Java,6596
Success,11972352,10067,C++,6588
Success,22268848,10067,Java,6729
Success,22652504,10067,Java,6588
Success,19997088,10067,C++,6729
Success,11972352,10066,C++,6720
Success,15685244,10066,Java,6720
Success,22652504,10068,Java,6658
Success,11972352,10069,C++,6791
Success,22627711,10068,Java,6783
Success,8384426,10069,Java,6791
Success,22653311,10068,Java,6817
Success,22285847,10068,C++,6817
Success,22631099,10063,C#,6615
Success,15600321,10063,C++,5913
Success,22631099,10063,C#,6388
Success,22630493,10062,C#,6589
Success,22628099,10061,C#,6633
Success,10205233,10057,C++,6486
Success,22629335,10062,C#,6552
Success,21932422,10023,C#,6423
Success,15781442,10024,C#,6252
Success,21932422,10021,C#,5989
Success,22507223,10021,C#,5987
Success,21932422,10021,C#,6440
Success,21198102,10023,C++,6562
Success,22375930,10024,C++,6250
Success,16212307,10024,C#,6433
Success,22379387,10022,C#,6474
Success,15604398,10022,C++,6474
Success,22379387,10022,C#,5902
Success,22214017,10022,Java,6474
Success,8384426,10024,Java,6433
Success,15868491,10024,C++,6433
Success,15868491,10022,C++,5902
Success,11972352,10021,C++,6440
Success,15226279,10021,Java,6440
Success,14848761,10022,Java,5902
Success,15600321,10021,C++,5989
Success,15604398,10024,C++,6252
Success,15204961,10021,Java,5989
Success,14951968,10024,Java,6252
Success,11941613,10023,C++,6423
Success,22498942,10023,Java,6423
Success,14951968,10057,Java,6486
Success,22375930,10021,C++,5987
Success,22268848,10021,Java,5987
Success,11972352,10062,C++,6552
Success,15685244,10062,Java,6552
Success,11972352,10061,C++,6633
Success,22628707,10061,Java,6633
Success,12005484,10062,C++,6589
Success,22268848,10062,Java,6589
Success,22268848,10063,Java,6388
Success,15604398,10063,C++,6388
Success,11801002,10063,C++,6615
Success,15685244,10063,Java,6615
Success,22214776,10063,Java,5913
Success,22668305,10652,C#,6882
Success,11972352,10650,C++,6744
Success,22664612,11153,C#,8195
Success,22263204,13529,C++,10042
Success,20246344,10058,Java,6492
Success,22653419,10074,C#,7262
Success,11972352,10074,C++,7262
Success,22654692,10074,Java,7262
Success,22675937,13529,Java,9864
Success,22695296,13525,C++,9987
Success,22677505,13526,C++,9821
Success,22690100,14225,C#,10794
Success,22263204,13529,C++,9864
Success,22744269,14225,C++,10794
Success,22769050,14225,Java,10794
Success,22675937,13526,Java,9821
